scaleID,scaleCategory,scaleText,scaleTextMin,scaleTextMax,comprehensionCheck,comprehensionCheckRequestedResponse,priorTrialIdx,priorSliderStart,priorResponse,priorRT,timeElapsed,subjectID,prolificID,studyID,sessionID,DEBUG
36,personality,I see myself as someone who has a forgiving nature,Strongly disagree,Strongly agree,0,,16,50,100,3224,127823,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
2,demographic,I consider myself as:,Not at all masculine,Totally masculine,0,,17,50,0,5095,132919,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
27,personality,I see myself as someone who can be somewhat careless,Strongly disagree,Strongly agree,0,,18,50,15,6570,139490,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
16,face processing,I see myself as someone who is confident,Strongly disagree,Strongly agree,0,,19,50,54,3878,143369,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
6,face processing,I see myself as someone who is dominant,Strongly disagree,Strongly agree,0,,20,50,0,3519,146889,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
51,personality,I see myself as someone who is considerate and kind to almost everyone,Strongly disagree,Strongly agree,0,,21,50,100,4364,151254,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
59,personality,"I see myself as someone who likes to reflect, play with ideas",Strongly disagree,Strongly agree,0,,22,50,100,4940,156195,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
14,face processing,I see myself as someone who is weird,Strongly disagree,Strongly agree,0,,23,50,0,3634,159830,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
44,personality,I see myself as someone who is inventive,Strongly disagree,Strongly agree,0,,24,50,53,3634,163464,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
47,personality,I see myself as someone who perseveres until the task is finished,Strongly disagree,Strongly agree,0,,25,50,100,5005,168470,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
61,personality,I see myself as someone who likes to cooperate with others,Strongly disagree,Strongly agree,0,,26,50,100,3543,172014,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
29,personality,I see myself as someone who is curious about many different things,Strongly disagree,Strongly agree,0,,27,50,100,4518,176533,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
35,personality,I see myself as someone who generates a lot of enthusiasm,Strongly disagree,Strongly agree,0,,28,50,100,3796,180330,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
5,face processing,I see myself as someone who is trustworthy,Strongly disagree,Strongly agree,0,,29,50,100,2779,183110,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
1,demographic,I consider myself as:,Not at all feminine,Totally feminine,0,,30,50,100,4469,187580,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
,ATTENTION CHECK,Please drag the slider all the way to the end labeled HAMBURGER,HOTDOG,HAMBURGER,1,100,31,50,100,5461,193042,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
62,personality,I see myself as someone who is easily distracted,Strongly disagree,Strongly agree,0,,32,50,51,5316,198359,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
18,face processing,I see myself as someone who is egotistic,Strongly disagree,Strongly agree,0,,33,50,53,3585,201945,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
63,personality,"I see myself as someone who is sophisticated in art, music, or literature",Strongly disagree,Strongly agree,0,,34,50,0,4018,205964,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
20,personality,I see myself as someone who is talkative,Strongly disagree,Strongly agree,0,,35,50,100,3237,209202,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
30,personality,I see myself as someone who is full of energy,Strongly disagree,Strongly agree,0,,36,50,100,3045,212248,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
41,personality,I see myself as someone who is generally trusting,Strongly disagree,Strongly agree,0,,37,50,100,3020,215269,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
39,personality,I see myself as someone who has an active imagination,Strongly disagree,Strongly agree,0,,38,50,100,4606,219876,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
23,personality,"I see myself as someone who is depressed, blue",Strongly disagree,Strongly agree,0,,39,50,0,3461,223338,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
53,personality,I see myself as someone who remains calm in tense situations,Strongly disagree,Strongly agree,0,,40,50,100,3025,226364,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
11,face processing,I see myself as someone who is mean,Strongly disagree,Strongly agree,0,,41,50,0,3108,229473,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
31,personality,I see myself as someone who starts quarrels with others,Strongly disagree,Strongly agree,0,,42,50,0,4247,233721,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
38,personality,I see myself as someone who worries a lot,Strongly disagree,Strongly agree,0,,43,50,0,6247,239969,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
50,personality,"I see myself as someone who is sometimes shy, inhibited",Strongly disagree,Strongly agree,0,,44,50,100,3643,243613,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
49,personality,"I see myself as someone who values artistic, aesthetic experiences",Strongly disagree,Strongly agree,0,,45,50,100,3894,247508,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
24,personality,"I see myself as someone who is original, comes up with new ideas",Strongly disagree,Strongly agree,0,,46,50,0,4044,251553,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
57,personality,I see myself as someone who makes plans and follows through with them,Strongly disagree,Strongly agree,0,,47,50,53,4057,255611,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
,ATTENTION CHECK,Please drag the slider all the way to the end labeled STRAWBERRY,STRAWBERRY,PINEAPPLE,1,0,48,50,0,6342,261954,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
28,personality,"I see myself as someone who is relaxed, handles stress well",Strongly disagree,Strongly agree,0,,49,50,52,4316,266271,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
33,personality,I see myself as someone who can be tense,Strongly disagree,Strongly agree,0,,50,50,52,4045,270316,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
32,personality,I see myself as someone who is a reliable worker,Strongly disagree,Strongly agree,0,,51,50,100,3227,273544,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
22,personality,I see myself as someone who does a thorough job,Strongly disagree,Strongly agree,0,,52,50,84,4562,278107,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
55,personality,"I see myself as someone who is outgoing, sociable",Strongly disagree,Strongly agree,0,,53,50,1,3648,281756,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
21,personality,I see myself as someone who tends to find fault with others,Strongly disagree,Strongly agree,0,,54,50,0,3206,284963,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
12,face processing,I see myself as someone who is boring,Strongly disagree,Strongly agree,0,,55,50,52,4713,289677,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
19,face processing,I see myself as someone who is responsible,Strongly disagree,Strongly agree,0,,56,50,100,4452,294130,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
17,face processing,I see myself as someone who is caring,Strongly disagree,Strongly agree,0,,57,50,100,2858,296989,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
52,personality,I see myself as someone who does things efficiently,Strongly disagree,Strongly agree,0,,58,50,85,4721,301711,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
54,personality,I see myself as someone who prefers work that is routine,Strongly disagree,Strongly agree,0,,59,50,1,6733,308445,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
56,personality,I see myself as someone who is sometimes rude to others,Strongly disagree,Strongly agree,0,,60,50,0,4116,312562,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
34,personality,"I see myself as someone who is ingenious, a deep thinker",Strongly disagree,Strongly agree,0,,61,50,100,3914,316477,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
42,personality,I see myself as someone who tends to be lazy,Strongly disagree,Strongly agree,0,,62,50,100,4796,321274,8uma,9ef3,6914ebe81814f5c4d4daa911,69178e2dbde06233eb577635,0
32,personality,I see myself as someone who is a reliable worker,Strongly disagree,Strongly agree,0,,1,50,63,13482,35881,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
2,demographic,I consider myself as:,Not at all masculine,Totally masculine,0,,2,50,39,14075,49957,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
1,demographic,I consider myself as:,Not at all feminine,Totally feminine,0,,3,50,34,13722,63680,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
59,personality,"I see myself as someone who likes to reflect, play with ideas",Strongly disagree,Strongly agree,0,,4,50,54,9527,73208,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
22,personality,I see myself as someone who does a thorough job,Strongly disagree,Strongly agree,0,,5,50,53,5490,78700,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
26,personality,I see myself as someone who is helpful and unselfish with others,Strongly disagree,Strongly agree,0,,6,50,69,4230,82930,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
12,face processing,I see myself as someone who is boring,Strongly disagree,Strongly agree,0,,7,50,31,5588,88520,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
45,personality,I see myself as someone who has an assertive personality,Strongly disagree,Strongly agree,0,,8,50,57,7201,95721,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
11,face processing,I see myself as someone who is mean,Strongly disagree,Strongly agree,0,,9,50,8,6697,102419,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
43,personality,"I see myself as someone who is emotionally stable, not easily upset",Strongly disagree,Strongly agree,0,,10,50,42,4772,107192,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
56,personality,I see myself as someone who is sometimes rude to others,Strongly disagree,Strongly agree,0,,11,50,11,3971,111165,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
60,personality,I see myself as someone who has few artistic interests,Strongly disagree,Strongly agree,0,,12,50,26,5533,116699,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
30,personality,I see myself as someone who is full of energy,Strongly disagree,Strongly agree,0,,13,50,46,3592,120292,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
15,face processing,I see myself as someone who is intelligent,Strongly disagree,Strongly agree,0,,14,50,52,3803,124095,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
27,personality,I see myself as someone who can be somewhat careless,Strongly disagree,Strongly agree,0,,15,50,21,5301,129397,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
44,personality,I see myself as someone who is inventive,Strongly disagree,Strongly agree,0,,16,50,46,4190,133588,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
33,personality,I see myself as someone who can be tense,Strongly disagree,Strongly agree,0,,17,50,49,5809,139398,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
18,face processing,I see myself as someone who is egotistic,Strongly disagree,Strongly agree,0,,18,50,24,4176,143574,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
14,face processing,I see myself as someone who is weird,Strongly disagree,Strongly agree,0,,19,50,58,9828,153404,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
6,face processing,I see myself as someone who is dominant,Strongly disagree,Strongly agree,0,,20,50,54,7450,160856,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
55,personality,"I see myself as someone who is outgoing, sociable",Strongly disagree,Strongly agree,0,,21,50,57,6748,167604,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
38,personality,I see myself as someone who worries a lot,Strongly disagree,Strongly agree,0,,22,50,48,3851,171456,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
46,personality,I see myself as someone who can be cold and aloof,Strongly disagree,Strongly agree,0,,23,50,37,4394,175851,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
37,personality,I see myself as someone who tends to be disorganized,Strongly disagree,Strongly agree,0,,24,50,38,5133,180985,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
,ATTENTION CHECK,Please drag the slider all the way to the end labeled HAMBURGER,HOTDOG,HAMBURGER,1,100,25,50,100,3823,184808,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
58,personality,I see myself as someone who gets nervous easily,Strongly disagree,Strongly agree,0,,26,50,32,5111,189920,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
23,personality,"I see myself as someone who is depressed, blue",Strongly disagree,Strongly agree,0,,27,50,22,5388,195309,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
13,face processing,I see myself as someone who is aggressive,Strongly disagree,Strongly agree,0,,28,50,5,4233,199542,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
16,face processing,I see myself as someone who is confident,Strongly disagree,Strongly agree,0,,29,50,53,3978,203521,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
63,personality,"I see myself as someone who is sophisticated in art, music, or literature",Strongly disagree,Strongly agree,0,,30,50,47,3912,207433,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
36,personality,I see myself as someone who has a forgiving nature,Strongly disagree,Strongly agree,0,,31,50,69,4686,212120,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
20,personality,I see myself as someone who is talkative,Strongly disagree,Strongly agree,0,,32,50,64,3067,215188,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
21,personality,I see myself as someone who tends to find fault with others,Strongly disagree,Strongly agree,0,,33,50,64,6220,221409,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
4,demographic,How important would you say religion is in your own life?,Not very important,Very important,0,,34,50,26,6709,228119,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
17,face processing,I see myself as someone who is caring,Strongly disagree,Strongly agree,0,,35,50,72,3263,231384,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
25,personality,I see myself as someone who is reserved,Strongly disagree,Strongly agree,0,,36,50,31,3834,235219,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
19,face processing,I see myself as someone who is responsible,Strongly disagree,Strongly agree,0,,37,50,56,3779,238999,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
39,personality,I see myself as someone who has an active imagination,Strongly disagree,Strongly agree,0,,38,50,62,4551,243551,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
53,personality,I see myself as someone who remains calm in tense situations,Strongly disagree,Strongly agree,0,,39,50,55,3900,247452,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
47,personality,I see myself as someone who perseveres until the task is finished,Strongly disagree,Strongly agree,0,,40,50,55,5569,253022,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
,ATTENTION CHECK,Please drag the slider all the way to the end labeled STRAWBERRY,STRAWBERRY,PINEAPPLE,1,0,41,50,0,2712,255734,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
57,personality,I see myself as someone who makes plans and follows through with them,Strongly disagree,Strongly agree,0,,42,50,52,5964,261699,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
24,personality,"I see myself as someone who is original, comes up with new ideas",Strongly disagree,Strongly agree,0,,43,50,50,3780,265480,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
28,personality,"I see myself as someone who is relaxed, handles stress well",Strongly disagree,Strongly agree,0,,44,50,51,4153,269634,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
51,personality,I see myself as someone who is considerate and kind to almost everyone,Strongly disagree,Strongly agree,0,,45,50,81,4070,273706,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
49,personality,"I see myself as someone who values artistic, aesthetic experiences",Strongly disagree,Strongly agree,0,,46,50,54,5038,278745,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
48,personality,I see myself as someone who can be moody,Strongly disagree,Strongly agree,0,,47,50,34,4975,283720,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
42,personality,I see myself as someone who tends to be lazy,Strongly disagree,Strongly agree,0,,48,50,19,3750,287471,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
52,personality,I see myself as someone who does things efficiently,Strongly disagree,Strongly agree,0,,49,50,59,4923,292396,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
34,personality,"I see myself as someone who is ingenious, a deep thinker",Strongly disagree,Strongly agree,0,,50,50,49,4416,296812,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
35,personality,I see myself as someone who generates a lot of enthusiasm,Strongly disagree,Strongly agree,0,,51,50,61,2822,299635,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
8,face processing,I see myself as someone who is unhappy,Strongly disagree,Strongly agree,0,,52,50,13,3677,303313,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
54,personality,I see myself as someone who prefers work that is routine,Strongly disagree,Strongly agree,0,,53,50,38,5420,308734,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
62,personality,I see myself as someone who is easily distracted,Strongly disagree,Strongly agree,0,,54,50,54,7107,315842,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
61,personality,I see myself as someone who likes to cooperate with others,Strongly disagree,Strongly agree,0,,55,50,77,2770,318613,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
31,personality,I see myself as someone who starts quarrels with others,Strongly disagree,Strongly agree,0,,56,50,15,4390,323004,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
40,personality,I see myself as someone who tends to be quiet,Strongly disagree,Strongly agree,0,,57,50,21,8896,331901,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
29,personality,I see myself as someone who is curious about many different things,Strongly disagree,Strongly agree,0,,58,50,70,5069,336970,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
3,demographic,How would you describe your political views?,Very conservative,Very liberal,0,,59,50,60,9637,346609,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
5,face processing,I see myself as someone who is trustworthy,Strongly disagree,Strongly agree,0,,60,50,71,4364,350974,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
50,personality,"I see myself as someone who is sometimes shy, inhibited",Strongly disagree,Strongly agree,0,,61,50,25,4161,355135,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
41,personality,I see myself as someone who is generally trusting,Strongly disagree,Strongly agree,0,,62,50,63,6263,361400,plg5,2a8f,6914ebe81814f5c4d4daa911,69177dc1c71cdda29e3dd6a7,0
45,personality,I see myself as someone who has an assertive personality,Strongly disagree,Strongly agree,0,,1,50,51,8695,46458,pwj3,0009,6914ebe81814f5c4d4daa911,6917706198a50162482954fa,0
48,personality,I see myself as someone who can be moody,Strongly disagree,Strongly agree,0,,2,50,70,4047,50506,pwj3,0009,6914ebe81814f5c4d4daa911,6917706198a50162482954fa,0
4,demographic,How important would you say religion is in your own life?,Not very important,Very important,0,,3,50,16,7175,57682,pwj3,0009,6914ebe81814f5c4d4daa911,6917706198a50162482954fa,0
63,personality,"I see myself as someone who is sophisticated in art, music, or literature",Strongly disagree,Strongly agree,0,,4,50,50,4383,62067,pwj3,0009,6914ebe81814f5c4d4daa911,6917706198a50162482954fa,0
12,face processing,I see myself as someone who is boring,Strongly disagree,Strongly agree,0,,5,50,72,3447,65515,pwj3,0009,6914ebe81814f5c4d4daa911,6917706198a50162482954fa,0
32,personality,I see myself as someone who is a reliable worker,Strongly disagree,Strongly agree,0,,6,50,82,4423,69939,pwj3,0009,6914ebe81814f5c4d4daa911,6917706198a50162482954fa,0
51,personality,I see myself as someone who is considerate and kind to almost everyone,Strongly disagree,Strongly agree,0,,7,50,78,5639,75579,pwj3,0009,6914ebe81814f5c4d4daa911,6917706198a50162482954fa,0
39,personality,I see myself as someone who has an active imagination,Strongly disagree,Strongly agree,0,,8,50,49,6639,82219,pwj3,0009,6914ebe81814f5c4d4daa911,6917706198a50162482954fa,0
18,face processing,I see myself as someone who is egotistic,Strongly disagree,Strongly agree,0,,9,50,27,3567,85787,pwj3,0009,6914ebe81814f5c4d4daa911,6917706198a50162482954fa,0
38,personality,I see myself as someone who worries a lot,Strongly disagree,Strongly agree,0,,10,50,83,3599,89387,pwj3,0009,6914ebe81814f5c4d4daa911,6917706198a50162482954fa,0
31,personality,I see myself as someone who starts quarrels with others,Strongly disagree,Strongly agree,0,,11,50,33,3760,93147,pwj3,0009,6914ebe81814f5c4d4daa911,6917706198a50162482954fa,0
23,personality,"I see myself as someone who is depressed, blue",Strongly disagree,Strongly agree,0,,12,50,19,4007,97155,pwj3,0009,6914ebe81814f5c4d4daa911,6917706198a50162482954fa,0
25,personality,I see myself as someone who is reserved,Strongly disagree,Strongly agree,0,,13,50,71,3399,100555,pwj3,0009,6914ebe81814f5c4d4daa911,6917706198a50162482954fa,0
22,personality,I see myself as someone who does a thorough job,Strongly disagree,Strongly agree,0,,14,50,53,3583,104139,pwj3,0009,6914ebe81814f5c4d4daa911,6917706198a50162482954fa,0
27,personality,I see myself as someone who can be somewhat careless,Strongly disagree,Strongly agree,0,,15,50,51,6463,110603,pwj3,0009,6914ebe81814f5c4d4daa911,6917706198a50162482954fa,0
24,personality,"I see myself as someone who is original, comes up with new ideas",Strongly disagree,Strongly agree,0,,16,50,100,7799,118403,pwj3,0009,6914ebe81814f5c4d4daa911,6917706198a50162482954fa,0
57,personality,I see myself as someone who makes plans and follows through with them,Strongly disagree,Strongly agree,0,,17,50,100,3895,122300,pwj3,0009,6914ebe81814f5c4d4daa911,6917706198a50162482954fa,0
36,personality,I see myself as someone who has a forgiving nature,Strongly disagree,Strongly agree,0,,18,50,100,3279,125580,pwj3,0009,6914ebe81814f5c4d4daa911,6917706198a50162482954fa,0
33,personality,I see myself as someone who can be tense,Strongly disagree,Strongly agree,0,,19,50,100,3311,128892,pwj3,0009,6914ebe81814f5c4d4daa911,6917706198a50162482954fa,0
30,personality,I see myself as someone who is full of energy,Strongly disagree,Strongly agree,0,,20,50,100,3135,132028,pwj3,0009,6914ebe81814f5c4d4daa911,6917706198a50162482954fa,0
5,face processing,I see myself as someone who is trustworthy,Strongly disagree,Strongly agree,0,,21,50,100,2703,134732,pwj3,0009,6914ebe81814f5c4d4daa911,6917706198a50162482954fa,0
,ATTENTION CHECK,Please drag the slider all the way to the end labeled STRAWBERRY,STRAWBERRY,PINEAPPLE,1,0,22,50,0,8391,143124,pwj3,0009,6914ebe81814f5c4d4daa911,6917706198a50162482954fa,0
17,face processing,I see myself as someone who is caring,Strongly disagree,Strongly agree,0,,23,50,88,9767,152892,pwj3,0009,6914ebe81814f5c4d4daa911,6917706198a50162482954fa,0
19,face processing,I see myself as someone who is responsible,Strongly disagree,Strongly agree,0,,24,50,75,4039,156932,pwj3,0009,6914ebe81814f5c4d4daa911,6917706198a50162482954fa,0
61,personality,I see myself as someone who likes to cooperate with others,Strongly disagree,Strongly agree,0,,25,50,54,3959,160892,pwj3,0009,6914ebe81814f5c4d4daa911,6917706198a50162482954fa,0
15,face processing,I see myself as someone who is intelligent,Strongly disagree,Strongly agree,0,,26,50,88,3319,164212,pwj3,0009,6914ebe81814f5c4d4daa911,6917706198a50162482954fa,0
50,personality,"I see myself as someone who is sometimes shy, inhibited",Strongly disagree,Strongly agree,0,,27,50,57,4575,168788,pwj3,0009,6914ebe81814f5c4d4daa911,6917706198a50162482954fa,0
55,personality,"I see myself as someone who is outgoing, sociable",Strongly disagree,Strongly agree,0,,28,50,76,3687,172476,pwj3,0009,6914ebe81814f5c4d4daa911,6917706198a50162482954fa,0
46,personality,I see myself as someone who can be cold and aloof,Strongly disagree,Strongly agree,0,,29,50,99,3799,176276,pwj3,0009,6914ebe81814f5c4d4daa911,6917706198a50162482954fa,0
16,face processing,I see myself as someone who is confident,Strongly disagree,Strongly agree,0,,30,50,77,3287,179564,pwj3,0009,6914ebe81814f5c4d4daa911,6917706198a50162482954fa,0
13,face processing,I see myself as someone who is aggressive,Strongly disagree,Strongly agree,0,,31,50,56,3320,182885,pwj3,0009,6914ebe81814f5c4d4daa911,6917706198a50162482954fa,0
2,demographic,I consider myself as:,Not at all masculine,Totally masculine,0,,32,50,30,11375,194261,pwj3,0009,6914ebe81814f5c4d4daa911,6917706198a50162482954fa,0
53,personality,I see myself as someone who remains calm in tense situations,Strongly disagree,Strongly agree,0,,33,50,64,6055,200317,pwj3,0009,6914ebe81814f5c4d4daa911,6917706198a50162482954fa,0
35,personality,I see myself as someone who generates a lot of enthusiasm,Strongly disagree,Strongly agree,0,,34,50,28,5199,205517,pwj3,0009,6914ebe81814f5c4d4daa911,6917706198a50162482954fa,0
14,face processing,I see myself as someone who is weird,Strongly disagree,Strongly agree,0,,35,50,52,3927,209445,pwj3,0009,6914ebe81814f5c4d4daa911,6917706198a50162482954fa,0
41,personality,I see myself as someone who is generally trusting,Strongly disagree,Strongly agree,0,,36,50,79,3903,213349,pwj3,0009,6914ebe81814f5c4d4daa911,6917706198a50162482954fa,0
