"","scaleID","scaleCategory","scaleText","scaleTextMin","scaleTextMax","comprehensionCheck","comprehensionCheckRequestedResponse","priorTrialIdx","priorSliderStart","priorResponse","priorRT","timeElapsed","subjectID","prolificID","studyID","sessionID","DEBUG"
"310",41,"personality","I see myself as someone who is generally trusting","Strongly disagree","Strongly agree",0,NA,62,50,80,2865,508296,"dhky","daaf","6914ebe81814f5c4d4daa911","69177cc4a705397222b5193c",0
"311",12,"face processing","I see myself as someone who is boring","Strongly disagree","Strongly agree",0,NA,1,50,22,6143,63357,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"312",56,"personality","I see myself as someone who is sometimes rude to others","Strongly disagree","Strongly agree",0,NA,2,50,19,1698,65059,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"313",44,"personality","I see myself as someone who is inventive","Strongly disagree","Strongly agree",0,NA,3,50,69,1749,66812,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"314",36,"personality","I see myself as someone who has a forgiving nature","Strongly disagree","Strongly agree",0,NA,4,50,67,2164,68979,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"315",41,"personality","I see myself as someone who is generally trusting","Strongly disagree","Strongly agree",0,NA,5,50,97,2485,71468,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"316",61,"personality","I see myself as someone who likes to cooperate with others","Strongly disagree","Strongly agree",0,NA,6,50,89,2204,73676,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"317",30,"personality","I see myself as someone who is full of energy","Strongly disagree","Strongly agree",0,NA,7,50,90,2228,75908,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"318",46,"personality","I see myself as someone who can be cold and aloof","Strongly disagree","Strongly agree",0,NA,8,50,13,2468,78379,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"319",3,"demographic","How would you describe your political views?","Very conservative","Very liberal",0,NA,9,50,57,1935,80316,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"320",52,"personality","I see myself as someone who does things efficiently","Strongly disagree","Strongly agree",0,NA,10,50,81,1989,82309,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"321",24,"personality","I see myself as someone who is original, comes up with new ideas","Strongly disagree","Strongly agree",0,NA,11,50,91,1532,83844,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"322",47,"personality","I see myself as someone who perseveres until the task is finished","Strongly disagree","Strongly agree",0,NA,12,50,77,1684,85531,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"323",48,"personality","I see myself as someone who can be moody","Strongly disagree","Strongly agree",0,NA,13,50,89,1559,87092,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"324",8,"face processing","I see myself as someone who is unhappy","Strongly disagree","Strongly agree",0,NA,14,50,49,1564,88658,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"325",58,"personality","I see myself as someone who gets nervous easily","Strongly disagree","Strongly agree",0,NA,15,50,27,1982,90643,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"326",14,"face processing","I see myself as someone who is weird","Strongly disagree","Strongly agree",0,NA,16,50,26,1981,92627,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"327",53,"personality","I see myself as someone who remains calm in tense situations","Strongly disagree","Strongly agree",0,NA,17,50,77,2629,95259,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"328",63,"personality","I see myself as someone who is sophisticated in art, music, or literature","Strongly disagree","Strongly agree",0,NA,18,50,74,1389,96652,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"329",60,"personality","I see myself as someone who has few artistic interests","Strongly disagree","Strongly agree",0,NA,19,50,75,1365,98019,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"330",55,"personality","I see myself as someone who is outgoing, sociable","Strongly disagree","Strongly agree",0,NA,20,50,77,1381,99404,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"331",59,"personality","I see myself as someone who likes to reflect, play with ideas","Strongly disagree","Strongly agree",0,NA,21,50,74,2107,101515,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"332",33,"personality","I see myself as someone who can be tense","Strongly disagree","Strongly agree",0,NA,22,50,74,1207,102724,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"333",13,"face processing","I see myself as someone who is aggressive","Strongly disagree","Strongly agree",0,NA,23,50,26,2813,105540,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"334",25,"personality","I see myself as someone who is reserved","Strongly disagree","Strongly agree",0,NA,24,50,70,2005,107547,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"335",50,"personality","I see myself as someone who is sometimes shy, inhibited","Strongly disagree","Strongly agree",0,NA,25,50,25,2565,110115,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"336",39,"personality","I see myself as someone who has an active imagination","Strongly disagree","Strongly agree",0,NA,26,50,75,1909,112027,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"337",35,"personality","I see myself as someone who generates a lot of enthusiasm","Strongly disagree","Strongly agree",0,NA,27,50,77,1341,113372,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"338",27,"personality","I see myself as someone who can be somewhat careless","Strongly disagree","Strongly agree",0,NA,28,50,23,2156,115531,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"339",31,"personality","I see myself as someone who starts quarrels with others","Strongly disagree","Strongly agree",0,NA,29,50,19,2093,117627,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"340",18,"face processing","I see myself as someone who is egotistic","Strongly disagree","Strongly agree",0,NA,30,50,60,2285,119915,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"341",15,"face processing","I see myself as someone who is intelligent","Strongly disagree","Strongly agree",0,NA,31,50,77,1973,121891,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"342",16,"face processing","I see myself as someone who is confident","Strongly disagree","Strongly agree",0,NA,32,50,72,1245,123140,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"343",5,"face processing","I see myself as someone who is trustworthy","Strongly disagree","Strongly agree",0,NA,33,50,78,1237,124379,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"344",62,"personality","I see myself as someone who is easily distracted","Strongly disagree","Strongly agree",0,NA,34,50,83,1165,125547,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"345",43,"personality","I see myself as someone who is emotionally stable, not easily upset","Strongly disagree","Strongly agree",0,NA,35,50,78,1309,126859,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"346",NA,"ATTENTION CHECK","Please drag the slider all the way to the end labeled HAMBURGER","HOTDOG","HAMBURGER",1,100,36,50,100,5116,131979,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"347",38,"personality","I see myself as someone who worries a lot","Strongly disagree","Strongly agree",0,NA,37,50,76,3142,135123,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"348",34,"personality","I see myself as someone who is ingenious, a deep thinker","Strongly disagree","Strongly agree",0,NA,38,50,68,1534,136660,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"349",32,"personality","I see myself as someone who is a reliable worker","Strongly disagree","Strongly agree",0,NA,39,50,76,1533,138195,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"350",19,"face processing","I see myself as someone who is responsible","Strongly disagree","Strongly agree",0,NA,40,50,77,1221,139419,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"351",20,"personality","I see myself as someone who is talkative","Strongly disagree","Strongly agree",0,NA,41,50,83,2060,141483,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"352",49,"personality","I see myself as someone who values artistic, aesthetic experiences","Strongly disagree","Strongly agree",0,NA,42,50,72,1669,143156,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"353",1,"demographic","I consider myself as:","Not at all feminine","Totally feminine",0,NA,43,50,77,2308,145466,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"354",54,"personality","I see myself as someone who prefers work that is routine","Strongly disagree","Strongly agree",0,NA,44,50,86,2070,147538,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"355",45,"personality","I see myself as someone who has an assertive personality","Strongly disagree","Strongly agree",0,NA,45,50,84,1672,149211,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"356",23,"personality","I see myself as someone who is depressed, blue","Strongly disagree","Strongly agree",0,NA,46,50,26,1717,150931,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"357",51,"personality","I see myself as someone who is considerate and kind to almost everyone","Strongly disagree","Strongly agree",0,NA,47,50,57,1581,152515,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"358",26,"personality","I see myself as someone who is helpful and unselfish with others","Strongly disagree","Strongly agree",0,NA,48,50,93,4220,156738,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"359",22,"personality","I see myself as someone who does a thorough job","Strongly disagree","Strongly agree",0,NA,49,50,78,1911,158652,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"360",40,"personality","I see myself as someone who tends to be quiet","Strongly disagree","Strongly agree",0,NA,50,50,80,1476,160131,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"361",2,"demographic","I consider myself as:","Not at all masculine","Totally masculine",0,NA,51,50,11,3005,163139,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"362",21,"personality","I see myself as someone who tends to find fault with others","Strongly disagree","Strongly agree",0,NA,52,50,72,3469,166611,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"363",17,"face processing","I see myself as someone who is caring","Strongly disagree","Strongly agree",0,NA,53,50,88,1669,168283,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"364",28,"personality","I see myself as someone who is relaxed, handles stress well","Strongly disagree","Strongly agree",0,NA,54,50,76,1292,169579,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"365",57,"personality","I see myself as someone who makes plans and follows through with them","Strongly disagree","Strongly agree",0,NA,55,50,75,1229,170811,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"366",42,"personality","I see myself as someone who tends to be lazy","Strongly disagree","Strongly agree",0,NA,56,50,78,1775,172587,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"367",11,"face processing","I see myself as someone who is mean","Strongly disagree","Strongly agree",0,NA,57,50,81,1677,174267,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"368",4,"demographic","How important would you say religion is in your own life?","Not very important","Very important",0,NA,58,50,51,9397,183669,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"369",NA,"ATTENTION CHECK","Please drag the slider all the way to the end labeled STRAWBERRY","STRAWBERRY","PINEAPPLE",1,0,59,50,0,2915,186587,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"370",37,"personality","I see myself as someone who tends to be disorganized","Strongly disagree","Strongly agree",0,NA,60,50,49,3646,190236,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"371",29,"personality","I see myself as someone who is curious about many different things","Strongly disagree","Strongly agree",0,NA,61,50,67,1439,191677,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"372",6,"face processing","I see myself as someone who is dominant","Strongly disagree","Strongly agree",0,NA,62,50,77,1796,193475,"dgu7","ea9b","6914ebe81814f5c4d4daa911","69177cd015d21d20d559d5ae",0
"373",30,"personality","I see myself as someone who is full of energy","Strongly disagree","Strongly agree",0,NA,1,50,37,10708,32519,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"374",12,"face processing","I see myself as someone who is boring","Strongly disagree","Strongly agree",0,NA,2,50,0,5450,37969,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"375",17,"face processing","I see myself as someone who is caring","Strongly disagree","Strongly agree",0,NA,3,50,80,4140,42110,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"376",32,"personality","I see myself as someone who is a reliable worker","Strongly disagree","Strongly agree",0,NA,4,50,85,2939,45049,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"377",46,"personality","I see myself as someone who can be cold and aloof","Strongly disagree","Strongly agree",0,NA,5,50,4,4774,49825,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"378",59,"personality","I see myself as someone who likes to reflect, play with ideas","Strongly disagree","Strongly agree",0,NA,6,50,64,4877,54702,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"379",20,"personality","I see myself as someone who is talkative","Strongly disagree","Strongly agree",0,NA,7,50,70,2426,57129,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"380",41,"personality","I see myself as someone who is generally trusting","Strongly disagree","Strongly agree",0,NA,8,50,48,3454,60584,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"381",23,"personality","I see myself as someone who is depressed, blue","Strongly disagree","Strongly agree",0,NA,9,50,7,3289,63874,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"382",8,"face processing","I see myself as someone who is unhappy","Strongly disagree","Strongly agree",0,NA,10,50,6,3402,67277,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"383",58,"personality","I see myself as someone who gets nervous easily","Strongly disagree","Strongly agree",0,NA,11,50,20,4406,71684,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"384",24,"personality","I see myself as someone who is original, comes up with new ideas","Strongly disagree","Strongly agree",0,NA,12,50,69,2755,74440,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"385",61,"personality","I see myself as someone who likes to cooperate with others","Strongly disagree","Strongly agree",0,NA,13,50,61,2657,77097,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"386",5,"face processing","I see myself as someone who is trustworthy","Strongly disagree","Strongly agree",0,NA,14,50,72,2197,79295,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"387",49,"personality","I see myself as someone who values artistic, aesthetic experiences","Strongly disagree","Strongly agree",0,NA,15,50,52,3294,82590,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"388",39,"personality","I see myself as someone who has an active imagination","Strongly disagree","Strongly agree",0,NA,16,50,72,2897,85488,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"389",47,"personality","I see myself as someone who perseveres until the task is finished","Strongly disagree","Strongly agree",0,NA,17,50,61,2809,88298,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"390",15,"face processing","I see myself as someone who is intelligent","Strongly disagree","Strongly agree",0,NA,18,50,100,2378,90676,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"391",57,"personality","I see myself as someone who makes plans and follows through with them","Strongly disagree","Strongly agree",0,NA,19,50,68,3165,93842,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"392",34,"personality","I see myself as someone who is ingenious, a deep thinker","Strongly disagree","Strongly agree",0,NA,20,50,70,2812,96655,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"393",43,"personality","I see myself as someone who is emotionally stable, not easily upset","Strongly disagree","Strongly agree",0,NA,21,50,67,2375,99030,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"394",55,"personality","I see myself as someone who is outgoing, sociable","Strongly disagree","Strongly agree",0,NA,22,50,61,3079,102110,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"395",2,"demographic","I consider myself as:","Not at all masculine","Totally masculine",0,NA,23,50,59,4713,106823,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"396",52,"personality","I see myself as someone who does things efficiently","Strongly disagree","Strongly agree",0,NA,24,50,62,2716,109540,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"397",18,"face processing","I see myself as someone who is egotistic","Strongly disagree","Strongly agree",0,NA,25,50,5,5299,114839,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"398",13,"face processing","I see myself as someone who is aggressive","Strongly disagree","Strongly agree",0,NA,26,50,11,3265,118105,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"399",51,"personality","I see myself as someone who is considerate and kind to almost everyone","Strongly disagree","Strongly agree",0,NA,27,50,70,2699,120805,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"400",1,"demographic","I consider myself as:","Not at all feminine","Totally feminine",0,NA,28,50,62,6651,127457,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"401",63,"personality","I see myself as someone who is sophisticated in art, music, or literature","Strongly disagree","Strongly agree",0,NA,29,50,60,3005,130463,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"402",4,"demographic","How important would you say religion is in your own life?","Not very important","Very important",0,NA,30,50,31,3951,134415,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"403",62,"personality","I see myself as someone who is easily distracted","Strongly disagree","Strongly agree",0,NA,31,50,52,3949,138364,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"404",NA,"ATTENTION CHECK","Please drag the slider all the way to the end labeled STRAWBERRY","STRAWBERRY","PINEAPPLE",1,0,32,50,0,7759,146123,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"405",26,"personality","I see myself as someone who is helpful and unselfish with others","Strongly disagree","Strongly agree",0,NA,33,50,64,3625,149749,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"406",28,"personality","I see myself as someone who is relaxed, handles stress well","Strongly disagree","Strongly agree",0,NA,34,50,57,2614,152364,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"407",21,"personality","I see myself as someone who tends to find fault with others","Strongly disagree","Strongly agree",0,NA,35,50,22,3874,156238,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"408",19,"face processing","I see myself as someone who is responsible","Strongly disagree","Strongly agree",0,NA,36,50,68,2829,159068,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"409",54,"personality","I see myself as someone who prefers work that is routine","Strongly disagree","Strongly agree",0,NA,37,50,57,4595,163664,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"410",50,"personality","I see myself as someone who is sometimes shy, inhibited","Strongly disagree","Strongly agree",0,NA,38,50,9,3321,166986,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"411",44,"personality","I see myself as someone who is inventive","Strongly disagree","Strongly agree",0,NA,39,50,64,2117,169104,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"412",14,"face processing","I see myself as someone who is weird","Strongly disagree","Strongly agree",0,NA,40,50,12,2640,171744,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"413",NA,"ATTENTION CHECK","Please drag the slider all the way to the end labeled HAMBURGER","HOTDOG","HAMBURGER",1,100,41,50,100,4673,176418,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"414",22,"personality","I see myself as someone who does a thorough job","Strongly disagree","Strongly agree",0,NA,42,50,65,2771,179190,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"415",38,"personality","I see myself as someone who worries a lot","Strongly disagree","Strongly agree",0,NA,43,50,26,2920,182110,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"416",27,"personality","I see myself as someone who can be somewhat careless","Strongly disagree","Strongly agree",0,NA,44,50,6,4686,186797,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"417",42,"personality","I see myself as someone who tends to be lazy","Strongly disagree","Strongly agree",0,NA,45,50,10,2816,189614,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"418",53,"personality","I see myself as someone who remains calm in tense situations","Strongly disagree","Strongly agree",0,NA,46,50,63,2319,191933,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"419",36,"personality","I see myself as someone who has a forgiving nature","Strongly disagree","Strongly agree",0,NA,47,50,64,3387,195320,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"420",37,"personality","I see myself as someone who tends to be disorganized","Strongly disagree","Strongly agree",0,NA,48,50,33,2879,198200,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"421",48,"personality","I see myself as someone who can be moody","Strongly disagree","Strongly agree",0,NA,49,50,33,2644,200844,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"422",29,"personality","I see myself as someone who is curious about many different things","Strongly disagree","Strongly agree",0,NA,50,50,53,4162,205007,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"423",31,"personality","I see myself as someone who starts quarrels with others","Strongly disagree","Strongly agree",0,NA,51,50,4,2867,207875,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"424",56,"personality","I see myself as someone who is sometimes rude to others","Strongly disagree","Strongly agree",0,NA,52,50,6,3096,210971,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"425",60,"personality","I see myself as someone who has few artistic interests","Strongly disagree","Strongly agree",0,NA,53,50,23,3433,214405,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"426",6,"face processing","I see myself as someone who is dominant","Strongly disagree","Strongly agree",0,NA,54,50,47,3240,217646,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"427",3,"demographic","How would you describe your political views?","Very conservative","Very liberal",0,NA,55,50,30,6259,223906,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"428",25,"personality","I see myself as someone who is reserved","Strongly disagree","Strongly agree",0,NA,56,50,36,4849,228755,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"429",40,"personality","I see myself as someone who tends to be quiet","Strongly disagree","Strongly agree",0,NA,57,50,28,3493,232248,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"430",16,"face processing","I see myself as someone who is confident","Strongly disagree","Strongly agree",0,NA,58,50,71,2794,235043,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"431",33,"personality","I see myself as someone who can be tense","Strongly disagree","Strongly agree",0,NA,59,50,26,3290,238333,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"432",11,"face processing","I see myself as someone who is mean","Strongly disagree","Strongly agree",0,NA,60,50,4,3159,241493,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"433",45,"personality","I see myself as someone who has an assertive personality","Strongly disagree","Strongly agree",0,NA,61,50,59,2684,244177,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"434",35,"personality","I see myself as someone who generates a lot of enthusiasm","Strongly disagree","Strongly agree",0,NA,62,50,55,5221,249399,"tqgy","7988","6914ebe81814f5c4d4daa911","69177dcafd3fd2a576403cc5",0
"435",43,"personality","I see myself as someone who is emotionally stable, not easily upset","Strongly disagree","Strongly agree",0,NA,1,50,100,17587,44285,"8uma","9ef3","6914ebe81814f5c4d4daa911","69178e2dbde06233eb577635",0
"436",8,"face processing","I see myself as someone who is unhappy","Strongly disagree","Strongly agree",0,NA,2,50,0,17916,62202,"8uma","9ef3","6914ebe81814f5c4d4daa911","69178e2dbde06233eb577635",0
"437",48,"personality","I see myself as someone who can be moody","Strongly disagree","Strongly agree",0,NA,3,50,55,5271,67474,"8uma","9ef3","6914ebe81814f5c4d4daa911","69178e2dbde06233eb577635",0
"438",37,"personality","I see myself as someone who tends to be disorganized","Strongly disagree","Strongly agree",0,NA,4,50,100,4771,72246,"8uma","9ef3","6914ebe81814f5c4d4daa911","69178e2dbde06233eb577635",0
"439",26,"personality","I see myself as someone who is helpful and unselfish with others","Strongly disagree","Strongly agree",0,NA,5,50,100,4603,76850,"8uma","9ef3","6914ebe81814f5c4d4daa911","69178e2dbde06233eb577635",0
"440",3,"demographic","How would you describe your political views?","Very conservative","Very liberal",0,NA,6,50,52,6731,83582,"8uma","9ef3","6914ebe81814f5c4d4daa911","69178e2dbde06233eb577635",0
"441",4,"demographic","How important would you say religion is in your own life?","Not very important","Very important",0,NA,7,50,100,5371,88953,"8uma","9ef3","6914ebe81814f5c4d4daa911","69178e2dbde06233eb577635",0
"442",58,"personality","I see myself as someone who gets nervous easily","Strongly disagree","Strongly agree",0,NA,8,50,52,5484,94439,"8uma","9ef3","6914ebe81814f5c4d4daa911","69178e2dbde06233eb577635",0
"443",15,"face processing","I see myself as someone who is intelligent","Strongly disagree","Strongly agree",0,NA,9,50,100,4388,98828,"8uma","9ef3","6914ebe81814f5c4d4daa911","69178e2dbde06233eb577635",0
"444",45,"personality","I see myself as someone who has an assertive personality","Strongly disagree","Strongly agree",0,NA,10,50,100,3835,102664,"8uma","9ef3","6914ebe81814f5c4d4daa911","69178e2dbde06233eb577635",0
